prompt,noise0,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30,noise31,noise32,noise33,noise34,noise35,noise36,noise37,noise38,noise39,noise40,noise41,noise42,noise43,noise44,noise45,noise46,noise47,noise48,noise49
"bright psychedelic portrait of tom waits baking pizza, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by John Collier and Albert Aublet and Krenz Cushart and Artem Demura and Alphonse Mucha",6.947230339050293,7.175724983215332,7.198955535888672,7.13743257522583,7.192993640899658,7.12534236907959,6.6164422035217285,6.664397239685059,7.095561981201172,7.233355522155762,7.09670877456665,6.9909749031066895,6.80712366104126,6.88714075088501,7.0619707107543945,6.91036319732666,6.944244384765625,6.953023910522461,6.514644622802734,6.58104133605957,6.5482001304626465,6.394021034240723,6.3539910316467285,6.401101112365723,6.297016620635986,6.440652370452881,6.210876941680908,6.006640911102295,5.434751987457275,5.331056594848633,4.954032897949219,4.817573547363281,4.864717483520508,4.983704090118408,5.360681533813477,4.98957633972168,4.907151699066162,5.425802707672119,5.477269649505615,5.614037036895752,4.699349880218506,4.7329301834106445,5.133917331695557,5.388436794281006,5.425777435302734,5.4319353103637695,5.400717735290527,5.383878231048584,5.430276393890381,5.28915548324585
elon troll face ,5.283663272857666,5.048136234283447,5.130246162414551,5.24909782409668,5.218670845031738,5.143894672393799,4.658892631530762,5.131160736083984,5.073178768157959,4.888286590576172,5.09089994430542,4.828463554382324,4.736940860748291,5.094775199890137,4.488847732543945,4.626769542694092,4.514998912811279,4.423400402069092,4.190402507781982,3.77337646484375,4.606543064117432,4.989867687225342,4.90661096572876,4.814509868621826,4.863305568695068,4.995834827423096,5.086700916290283,5.008214473724365,5.061445713043213,4.970677852630615,4.622255325317383,4.5559258460998535,4.366171836853027,4.208761215209961,4.340721130371094,4.276183605194092,4.208309173583984,4.040431022644043,4.251821041107178,4.424025058746338,3.8677310943603516,4.003790855407715,4.02761173248291,4.015480995178223,4.061491012573242,3.572230339050293,3.8691959381103516,4.899281024932861,3.568411350250244,4.98507833480835
vladimur putin on a magic the gathering card ,4.033188819885254,4.475836277008057,4.43312931060791,4.341032981872559,4.123161792755127,3.9963150024414062,4.255655765533447,4.255094051361084,4.263132572174072,4.125577449798584,4.239465236663818,3.9846391677856445,4.067411422729492,4.077225208282471,4.143476963043213,3.9803919792175293,3.8815503120422363,3.921487331390381,4.103759765625,3.979513168334961,3.9291930198669434,3.8665480613708496,4.1795759201049805,4.1817827224731445,3.8680782318115234,3.462493896484375,3.396665573120117,3.463089942932129,5.365079402923584,5.117584705352783,5.212018966674805,5.279489994049072,5.172398090362549,5.137019157409668,5.4413228034973145,4.976174831390381,5.130261421203613,4.892375946044922,5.572943687438965,5.622664451599121,5.481881618499756,5.240246772766113,5.361275672912598,5.22875452041626,5.350709438323975,4.928399085998535,4.911901950836182,4.933415412902832,4.4096198081970215,4.188729763031006
a photo of an banana ,5.069069862365723,4.995937347412109,5.016022682189941,5.01544713973999,4.9896321296691895,5.076294898986816,5.259082794189453,5.233913898468018,5.001161575317383,5.030734062194824,4.9619855880737305,4.948068141937256,5.000513076782227,5.221853733062744,5.220648288726807,5.333741664886475,5.398413181304932,5.143241882324219,5.144453525543213,5.160563945770264,5.297608852386475,5.26713752746582,5.332062244415283,5.608486652374268,5.5565948486328125,5.578881740570068,5.225522041320801,5.2943925857543945,5.614517688751221,5.435385704040527,4.795382499694824,4.5584821701049805,4.130403995513916,4.312159538269043,4.312985420227051,4.110900402069092,4.354130744934082,4.166674613952637,4.090229511260986,4.455873012542725,4.40342903137207,4.602630138397217,4.591610908508301,5.042166233062744,4.967372417449951,4.980992794036865,4.895630836486816,4.699777126312256,4.1093645095825195,4.110225200653076
captain obvious,3.837796211242676,3.9525647163391113,3.8017430305480957,2.9006991386413574,3.046557903289795,3.1299948692321777,4.595656394958496,3.7131786346435547,3.835537910461426,3.7494940757751465,3.255809783935547,3.2915806770324707,2.8642163276672363,3.0542821884155273,2.939556837081909,3.0154004096984863,4.169167518615723,3.9812049865722656,4.403034687042236,4.420483112335205,4.263166427612305,4.187374591827393,4.066919326782227,4.161020755767822,4.230067253112793,4.358522415161133,4.535370826721191,4.4169206619262695,4.10459041595459,4.10972261428833,4.452271938323975,4.277865409851074,4.337479591369629,4.024245738983154,4.493980884552002,4.475532054901123,4.188375473022461,4.663763523101807,4.456243991851807,4.39517879486084,4.264572620391846,4.1773834228515625,4.417794227600098,4.09097146987915,4.211898326873779,4.680608749389648,4.723399639129639,4.625522136688232,4.236982822418213,4.463760852813721
" warmly lit close up studio portrait of young angry! teenage Cosmo Kramer angrily singing, impasto oil painting thick brushstrokes by Cy Twombly and Anselm Kiefer , trending on artstation dramatic lighting Expressionism",6.2817301750183105,6.350045680999756,6.296102523803711,6.165778160095215,6.166712284088135,6.20811128616333,6.101133346557617,6.155980587005615,6.106481075286865,6.040102481842041,6.038868427276611,6.007813930511475,6.084000110626221,5.9536638259887695,5.845689296722412,5.849974155426025,5.830888271331787,5.412801265716553,5.352548599243164,5.462136745452881,5.542546272277832,5.417095184326172,5.221092224121094,5.179153919219971,5.185110092163086,5.1593146324157715,5.123998641967773,4.955082416534424,4.642570972442627,4.550259590148926,4.97252082824707,5.196749687194824,5.439376354217529,5.483349800109863,5.354731559753418,4.944635391235352,4.7806220054626465,4.760148525238037,4.790482044219971,4.970910549163818,4.963572978973389,5.322233200073242,5.08831262588501,4.960263252258301,4.824753761291504,4.818845748901367,4.8380560874938965,4.778926849365234,4.765880107879639,4.631048679351807
illustration by mel ramos artstation hyper realistic 4 k poster ,6.190714359283447,6.249329090118408,6.089718341827393,6.087430477142334,5.967516899108887,6.048964023590088,6.001369953155518,5.90869140625,5.787791728973389,6.110038757324219,6.3119330406188965,6.483780860900879,6.449522972106934,6.3983941078186035,6.507617950439453,6.505407810211182,6.36285924911499,6.083576202392578,6.1099324226379395,6.10339879989624,6.1216607093811035,5.989539623260498,5.673770904541016,5.872992038726807,5.363856792449951,5.225809574127197,4.99086332321167,4.996450424194336,5.328630447387695,5.4646711349487305,5.596932411193848,5.546967029571533,5.236485958099365,5.242990016937256,4.8681182861328125,5.1745686531066895,5.27782678604126,5.371788024902344,5.465991020202637,5.60969877243042,6.0629119873046875,6.025946617126465,5.764660358428955,5.745851993560791,5.062944412231445,4.568585395812988,4.740377902984619,4.6181535720825195,4.49769926071167,4.409959316253662
"A black hole with event horizon in the center with space around it, high detail, Junji Ito",5.068526268005371,4.98994779586792,5.097357749938965,5.1181745529174805,5.074190139770508,5.097975254058838,5.290820121765137,5.315480709075928,5.434750080108643,5.490286827087402,5.469314098358154,5.3804426193237305,5.187210559844971,5.1295647621154785,5.174219131469727,5.633382797241211,5.337200164794922,5.242341041564941,5.44189977645874,5.414956569671631,5.351022720336914,5.309782028198242,5.288715839385986,5.032678604125977,4.914442539215088,4.556792736053467,4.351775169372559,4.299789905548096,4.131740093231201,3.9420089721679688,3.9105563163757324,4.00195837020874,4.097580432891846,4.163998126983643,4.4402642250061035,4.342861175537109,4.337621688842773,4.313791275024414,4.462596893310547,4.311396598815918,4.594467639923096,4.388974666595459,4.368229389190674,4.447892189025879,3.897907257080078,4.288303852081299,4.638332366943359,4.46575927734375,4.5623979568481445,4.681184768676758
"todd solondz, high quality high detail graphic novel of todd solondz, clear sharp face of todd solondz, night, by lucian freud and gregory crewdson and francis bacon, ",5.543754577636719,5.5405659675598145,5.482888698577881,5.478714942932129,5.392032623291016,5.496644973754883,5.4241204261779785,5.27839469909668,5.595428943634033,5.62928581237793,5.741390705108643,5.760093688964844,5.753316402435303,5.8072075843811035,5.535567760467529,5.373652935028076,5.215778827667236,5.208586692810059,5.051372051239014,5.298798561096191,5.15303897857666,4.7872772216796875,4.840969562530518,4.724368095397949,4.765465259552002,4.853212833404541,5.21200704574585,5.072467803955078,5.195242881774902,4.928040981292725,4.7205328941345215,4.4381937980651855,4.555258750915527,4.588773250579834,4.69131326675415,4.74965763092041,4.845208168029785,4.7350616455078125,4.717615604400635,4.471681594848633,4.605252742767334,4.551029682159424,4.674038887023926,4.588712692260742,4.298064231872559,4.367541790008545,4.517074108123779,4.634927749633789,4.543004035949707,4.566592693328857
"A photo of vladimir putin the barbarian sitting on his throne, award winning photography, sigma 85mm Lens F/1.4, perfect faces",5.523909091949463,5.754037857055664,5.710557460784912,5.681175708770752,5.714739799499512,5.910711765289307,5.902670860290527,5.8882951736450195,5.626489639282227,5.681767463684082,5.796109199523926,5.935173034667969,5.764671802520752,5.822975158691406,5.718928813934326,5.8098955154418945,5.801566123962402,5.726304531097412,5.815064907073975,5.9290337562561035,5.916342735290527,6.176476955413818,6.0498881340026855,6.136831283569336,5.911531448364258,5.773038864135742,5.590904235839844,5.658475399017334,5.673842906951904,5.559664726257324,5.6260223388671875,5.183903694152832,5.369058132171631,5.487983226776123,5.4801716804504395,5.39502477645874,5.456873416900635,5.314857482910156,5.224818706512451,5.417598724365234,5.454770088195801,5.438834190368652,5.500876426696777,5.628429412841797,5.665729999542236,5.610123634338379,5.468629837036133,5.403046607971191,5.10528564453125,4.958920001983643
"Beans, what the fuck",3.815319538116455,3.935744285583496,3.574693202972412,3.5091991424560547,3.35642147064209,3.8908958435058594,3.5273704528808594,4.800625324249268,4.75043249130249,4.795016288757324,4.838690757751465,4.9399566650390625,5.01751184463501,5.1226396560668945,5.132810115814209,4.364225387573242,4.139311790466309,4.480542182922363,3.935446262359619,4.080040454864502,4.365913391113281,4.476503849029541,4.533414363861084,4.172428607940674,4.327602386474609,4.173945426940918,4.511266708374023,4.288497447967529,4.346680164337158,4.082120895385742,4.016880035400391,4.6446051597595215,4.404014587402344,4.9516072273254395,4.381591796875,4.477345943450928,4.397711277008057,4.3494873046875,4.181494235992432,4.54050874710083,4.96598482131958,4.294789791107178,4.481297969818115,4.739504814147949,4.521246910095215,4.393699645996094,4.605560302734375,4.332551002502441,4.156881332397461,4.0560479164123535
an object ,5.030179977416992,5.326318740844727,5.390533924102783,5.403367519378662,5.105021953582764,5.18379545211792,5.1936798095703125,5.2513227462768555,5.313708782196045,5.0012993812561035,5.197853088378906,4.896881580352783,5.886094093322754,4.66363525390625,4.376198768615723,4.501958847045898,4.318981647491455,4.574949264526367,4.497391700744629,4.359274387359619,4.423008441925049,5.179419994354248,4.888149261474609,4.75661563873291,4.0375752449035645,4.432971954345703,4.442166328430176,4.815089225769043,5.435704708099365,5.874283313751221,5.362663745880127,4.669198513031006,4.687338829040527,4.681568145751953,4.900686740875244,4.226317405700684,4.223306655883789,4.4765543937683105,4.654359817504883,4.920262336730957,5.037679672241211,5.034469127655029,4.685337066650391,4.632798671722412,4.573183536529541,4.570509433746338,4.601211071014404,4.952620983123779,5.128736972808838,5.112701416015625
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.324313163757324,6.327446937561035,6.362755298614502,6.3180341720581055,6.147939205169678,6.082873821258545,6.447443008422852,6.1287126541137695,6.269862651824951,6.256823539733887,6.012475967407227,5.893731117248535,5.857290267944336,5.7849273681640625,5.703879356384277,5.548746585845947,5.197583198547363,4.857522487640381,5.340859413146973,5.332235813140869,5.3241448402404785,5.153270721435547,5.245351314544678,5.228915214538574,5.099610805511475,4.855772972106934,4.787897109985352,4.743902683258057,4.6894001960754395,4.60707950592041,4.6181159019470215,4.4101104736328125,4.556028842926025,4.506560802459717,4.569117546081543,4.854480743408203,4.853171348571777,4.853105545043945,4.762465953826904,4.6157660484313965,5.303441524505615,4.976834297180176,5.037808895111084,4.681915283203125,4.83836555480957,4.656890869140625,4.641580104827881,4.968614101409912,4.534915447235107,4.352001190185547
"portrait of darth vader in the oval office. secret service. intricate abstract. intricate artwork. by tooth wu, wlop, beeple, dan mumford. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k, iridescent accents ",6.263676166534424,6.313873767852783,6.384658336639404,6.340342044830322,6.362265586853027,6.38413143157959,6.340890407562256,6.349771499633789,6.4619646072387695,6.491611003875732,6.535406112670898,6.565200328826904,6.5816216468811035,6.611002445220947,6.432548999786377,6.402749538421631,6.439389705657959,6.246681213378906,6.406050682067871,6.099625587463379,5.931933403015137,6.201010227203369,6.079302787780762,5.739423751831055,5.6961517333984375,5.810553073883057,5.700588226318359,5.7103190422058105,5.992620944976807,5.712950229644775,5.45245885848999,5.633528709411621,5.688717842102051,5.702882289886475,5.65949010848999,5.600099563598633,5.467371940612793,5.36045503616333,5.480465412139893,5.470129489898682,5.519839286804199,5.623457431793213,5.539614200592041,5.511260509490967,5.413758277893066,5.187283992767334,5.00413179397583,4.991755962371826,5.401895523071289,5.759503364562988
the funniest thing I've ever seen!,2.9817404747009277,2.3468658924102783,2.68011474609375,2.3781588077545166,2.2669315338134766,2.198617458343506,2.1928629875183105,2.4664981365203857,2.702632188796997,2.4176926612854004,4.36342191696167,4.384984970092773,4.049217700958252,3.978140354156494,4.180875301361084,4.081018924713135,4.235910415649414,4.251854419708252,4.030894756317139,4.001357078552246,4.042306423187256,4.099177837371826,4.007686138153076,4.4025726318359375,4.38128137588501,3.993950366973877,4.107791423797607,4.185488700866699,4.172122001647949,4.205046653747559,4.225475311279297,4.741683006286621,4.554799556732178,4.880093097686768,4.454215049743652,4.3420939445495605,3.7879762649536133,4.049746036529541,3.9420652389526367,4.017191410064697,4.048238277435303,4.459958076477051,4.159754753112793,4.314060211181641,4.049189567565918,4.249246597290039,4.357311725616455,3.9764671325683594,3.3993687629699707,3.6129751205444336
"portrait of a splendid sad north korean woman from scary stories to tell in the dark in ibiza, spain with pearlescent skin and cyber yellow hair stronghold in the style of chalks by andre kohn, trending on 5 0 0 px : : 5, hdr, 8 k resolution, ray traced, screen space ambient occlusion : : 2, true blue color scheme ",6.268742561340332,6.256406307220459,6.303477764129639,6.327386856079102,6.2869768142700195,6.235950469970703,6.296586990356445,6.268573760986328,6.260796546936035,6.127031326293945,6.1042585372924805,6.115528106689453,6.147289752960205,6.201263904571533,6.173776149749756,6.300746917724609,6.213707447052002,5.824280261993408,5.810791492462158,5.79196310043335,5.681563854217529,5.633787631988525,5.77459192276001,5.452520847320557,5.801827430725098,5.874098777770996,5.358134746551514,5.469392776489258,5.466255187988281,5.515614986419678,5.937249183654785,5.998717784881592,5.94137716293335,5.896376132965088,5.5280537605285645,5.429623603820801,5.471124649047852,5.38433313369751,5.42336368560791,5.527201175689697,5.49689245223999,5.431193828582764,5.435535430908203,5.445176601409912,5.455073833465576,5.466799259185791,5.423057556152344,5.429504871368408,5.406185150146484,5.381146430969238
"flat primitive drawing, front view, full face, aqueduct with 4 arches ",5.6259565353393555,5.557909965515137,5.5927605628967285,5.496720790863037,5.375359535217285,5.311777591705322,5.222150802612305,5.227132320404053,5.233850002288818,5.308441638946533,5.267352104187012,5.125988483428955,4.907533645629883,5.056608200073242,5.155188083648682,5.363870620727539,4.91888427734375,5.034624099731445,5.003809928894043,5.053666114807129,5.113765239715576,5.079298973083496,5.114180564880371,5.108799934387207,5.061347484588623,4.984541416168213,4.927331447601318,4.935361385345459,4.963633060455322,4.719780921936035,4.618257522583008,4.5001606941223145,4.449756622314453,4.512668609619141,4.418498992919922,4.46172571182251,4.319414138793945,4.071847438812256,4.1491780281066895,3.837993621826172,4.269158840179443,4.25371789932251,3.9143638610839844,3.913651466369629,4.085183620452881,4.0233378410339355,3.861656665802002,4.511867046356201,4.454754829406738,3.9703855514526367
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.324313163757324,6.327446937561035,6.362755298614502,6.3180341720581055,6.147939205169678,6.082873821258545,6.447443008422852,6.1287126541137695,6.269862651824951,6.256823539733887,6.012475967407227,5.893731117248535,5.857290267944336,5.7849273681640625,5.703879356384277,5.548746585845947,5.197583198547363,4.857522487640381,5.340859413146973,5.332235813140869,5.3241448402404785,5.153270721435547,5.245351314544678,5.228915214538574,5.099610805511475,4.855772972106934,4.787897109985352,4.743902683258057,4.6894001960754395,4.60707950592041,4.6181159019470215,4.4101104736328125,4.556028842926025,4.506560802459717,4.569117546081543,4.854480743408203,4.853171348571777,4.853105545043945,4.762465953826904,4.6157660484313965,5.303441524505615,4.976834297180176,5.037808895111084,4.681915283203125,4.83836555480957,4.656890869140625,4.641580104827881,4.968614101409912,4.534915447235107,4.352001190185547
"A photo of vladimir putin the barbarian sitting on his throne, award winning photography, sigma 85mm Lens F/1.4, perfect faces",5.523909091949463,5.754037857055664,5.710557460784912,5.681175708770752,5.714739799499512,5.910711765289307,5.902670860290527,5.8882951736450195,5.626489639282227,5.681767463684082,5.796109199523926,5.935173034667969,5.764671802520752,5.822975158691406,5.718928813934326,5.8098955154418945,5.801566123962402,5.726304531097412,5.815064907073975,5.9290337562561035,5.916342735290527,6.176476955413818,6.0498881340026855,6.136831283569336,5.911531448364258,5.773038864135742,5.590904235839844,5.658475399017334,5.673842906951904,5.559664726257324,5.6260223388671875,5.183903694152832,5.369058132171631,5.487983226776123,5.4801716804504395,5.39502477645874,5.456873416900635,5.314857482910156,5.224818706512451,5.417598724365234,5.454770088195801,5.438834190368652,5.500876426696777,5.628429412841797,5.665729999542236,5.610123634338379,5.468629837036133,5.403046607971191,5.10528564453125,4.958920001983643
ascii art of george costanza frustrated by a bad donut ,4.952979564666748,4.781497955322266,4.581027984619141,4.366679668426514,4.486480712890625,4.913530349731445,5.1333794593811035,4.585028648376465,4.3531365394592285,4.281320571899414,4.37900972366333,4.559026718139648,4.928247928619385,5.0207743644714355,4.9440155029296875,4.813404560089111,4.876002311706543,4.8561859130859375,4.874599933624268,4.8744425773620605,4.949659824371338,4.938684940338135,5.107423782348633,5.052942276000977,5.258621692657471,4.33704948425293,4.754194259643555,4.622996807098389,4.861189365386963,4.67531156539917,4.676392078399658,4.536557197570801,4.99229097366333,5.102987289428711,4.832849502563477,4.640316009521484,4.758366584777832,4.750600814819336,4.701869964599609,4.621967315673828,4.588061332702637,4.775066375732422,4.833001613616943,5.024869918823242,5.154006004333496,5.032600402832031,4.165594577789307,4.240891933441162,4.686513900756836,4.590114116668701
